,0
42187,727596 精測元大67購03
42188,727597 璟德元大67購03
42189,727598 弘塑凱基67購01
42190,727599 群聯凱基67購01
42191,72759P WU國泰
42192,72760 富邦U9
42193,727600 雙鴻日盛71購01
42194,727601 勝麗統一69購01
42195,727602 VHQ國泰6A購01
42196,727603 力旺國泰68購01
42197,727604 原相富邦67購01
42198,727605 大江元富68購02
42199,727606 網家中信67購01
42200,727607 環球晶中信67購01
42201,727608 頎邦中信67購01
42202,727609 中美晶群益67購01
42203,72760P WV國泰
42204,72761 富邦V1
42205,727610 光環群益67購01
42206,727611 邦特群益67購02
42207,727612 精測群益68購01
42208,727613 力旺元大67購01
42209,727614 旺矽元大67購01
42210,727615 智崴元大67購01
42211,727616 力旺日盛67購01
42212,727617 力旺統一67購01
42213,727618 頎邦兆豐68購01
42214,727619 新麥第一71購01
42215,72761P 中信Q2
42216,72762 富邦V2
42217,727620 閎康康和67購03
42218,727621 台燿凱基67購01
42219,727622 信驊凱基67購01
42220,727623 智崴凱基67購01
42221,727624 陽程凱基67購01
42222,727625 光隆永豐67購01
42223,727626 同亨永豐68購01
42224,727627 旺矽永豐67購01
42225,727628 振曜永豐67購01
42226,727629 力旺中信67購01
42227,72762P 元大V7
42228,72763 富邦V3
42229,727630 大江群益67購03
42230,727631 網家群益67購02
42231,727632 智崴日盛67購01
42232,727633 力旺統一68購01
42233,727634 光燿科統一69購01
42234,727635 璟德兆豐68購01
42235,727636 森鉅元大67購01
42236,727637 力旺凱基67購01
42237,727638 群聯凱基67購03
42238,727639 群聯國泰69購02
42239,72763P R2統一
42240,72764 富邦V4
42241,727640 精華國泰68購01
42242,727641 智崴元富68購01
42243,727642 世界富邦68購01
42244,727643 皇田富邦68購01
42245,727644 精華富邦6A購01
42246,727645 勝麗元大67購02
42247,727646 光隆中信67購01
42248,727647 國統群益68購02
42249,727648 力旺永豐68購01
42250,727649 伍豐永豐68購01
42251,72764P R3統一
42252,72765 富邦V5
42253,727650 神準日盛69購01
42254,727651 碩禾日盛68購01
42255,727652 旺矽國泰67購02
42256,727653 勝麗富邦67購02
42257,727654 勝麗元富67購03
42258,727655 譜瑞元富68購01
42259,727656 勝麗凱基67購02
42260,727657 網家凱基67購01
42261,727658 雙鴻永豐68購01
42262,727659 力旺群益67購01
42263,72765P 兆豐ZA
42264,72766 富邦V6
42265,727660 泰博群益68購01
42266,727661 智晶群益67購01
42267,727662 萬潤國泰6A購01
42268,727663 精華元富68購01
42269,727664 智冠富邦67購01
42270,727665 金可元大67購01
42271,727666 皇田元大67購01
42272,727667 閎康元大68購01
42273,727668 群聯元大68購01
42274,727669 廣積元大67購01
42275,72766P 群益TX
42276,72767 康和SE
42277,727670 旺矽日盛69購01
42278,727671 精材日盛67購01
42279,727672 力旺統一68購02
42280,727673 萬潤元大69購03
42281,727674 精華元大67購01
42282,727675 昇達科國泰68購01
42283,727676 元太台新67購01
42284,727677 元太群益67購03
42285,727678 弘塑群益67購01
42286,727679 美磊永豐67購01
42287,72767P R6統一
42288,72768 康和SF
42289,727680 閎康永豐67購01
42290,727681 環球晶永豐68購02
42291,727682 穩懋永豐67購01
42292,727683 世界群益67購01
42293,727684 精材群益68購01
42294,727685 精測群益68購02
42295,727686 元太元大69購01
42296,727687 邦特元大67購02
42297,727688 綠河元大67購01
42298,727689 萬潤統一69購01
42299,72768P 元大W8
42300,72769 康和SG
42301,727690 精材統一69購01
42302,727691 元太凱基67購03
42303,727692 榮剛凱基67購01
42304,727693 大江永豐68購01
42305,727694 中美晶永豐68購02
42306,727695 光環永豐69購01
42307,727696 宜特永豐68購01
42308,727697 宜鼎永豐68購01
42309,727698 茂迪永豐68購01
42310,727699 森鉅永豐67購01
42311,72769P 元富W8
42312,72770 康和SH
42313,727700 新普永豐67購01
42314,727701 群聯永豐69購01
42315,727702 榮剛永豐67購02
42316,727703 中美晶群益68購01
42317,727704 台燿群益67購02
42318,727705 大江日盛6A購01
42319,727706 中美晶日盛69購01
42320,727707 鈊象日盛68購02
42321,727708 中美晶統一68購02
42322,727709 精材台新67購01
42323,72770P 群益UE
42324,72771 國泰RC
42325,727710 環球晶台新67購01
42326,727711 環球晶富邦6B購01
42327,727712 瑞傳元富67購01
42328,727713 環球晶元富67購02
42329,727714 鈊象元富69購02
42330,727715 中美晶國泰67購01
42331,727716 元太國泰68購01
42332,727717 光燿科國泰68購01
42333,727718 環球晶國泰67購03
42334,727719 環球晶國泰67購04
42335,72771P 群益UF
42336,72772 大華SY
42337,727720 VHQ元大68購01
42338,727721 力旺元大68購01
42339,727722 中美晶元大68購01
42340,727723 健喬元大68購01
42341,727724 群聯元大69購01
42342,727725 醫揚元大69購01
42343,727726 中美晶凱基67購01
42344,727727 立端凱基67購01
42345,727728 同亨凱基67購01
42346,727729 台半永豐68購01
42347,72772P 群益UJ
42348,72773 大華SZ
42349,727730 精材永豐69購01
42350,727731 兆利國泰6A購01
42351,727732 精材國泰69購01
42352,727733 穩懋國泰68購01
42353,727734 中美晶富邦6A購01
42354,727735 環球晶富邦69購02
42355,727736 元太中信6C購01
42356,727737 美磊中信68購01
42357,727738 環球晶中信69購01
42358,727739 富喬群益69購02
42359,72773P 元富X2
42360,72774 大華TA
42361,727740 智崴群益68購01
42362,727741 森鉅群益68購01
42363,727742 新普群益68購01
42364,727743 群聯元大68購02
42365,727744 環球晶康和67購01
42366,727745 VHQ凱基68購01
42367,727746 兆利凱基68購01
42368,727747 宜特凱基68購01
42369,727748 金可凱基68購01
42370,727749 美磊凱基68購01
42371,72774P 元富X3
42372,72775 大華TB
42373,727750 智冠凱基68購01
42374,727751 綠河凱基68購01
42375,727752 環球晶凱基68購01
42376,727753 環球晶凱基68購02
42377,727754 環球晶凱基68購03
42378,727755 元太統一69購01
42379,727756 璟德統一69購01
42380,727757 環球晶統一69購02
42381,727758 環球晶統一69購03
42382,727759 環宇群益68購01
42383,72775P 兆豐ZD
42384,72776 凱基W9
42385,727760 旺矽凱基68購01
42386,727761 茂迪統一6A購01
42387,727762 朋程永豐68購01
42388,727763 宣德永豐69購01
42389,727764 環球晶永豐69購01
42390,727765 力旺國泰68購02
42391,727766 台燿國泰69購01
42392,727767 國統國泰69購01
42393,727768 凡甲元大6B購01
42394,727769 大江元大6B購01
42395,72776P 兆豐ZE
42396,72777 元富TH
42397,727770 美磊元大68購01
42398,727771 晶焱元大6B購01
42399,727772 智冠元大68購01
42400,727773 智晶元大68購01
42401,727774 新普元大68購01
42402,727775 網家元大68購01
42403,727776 鈊象元大6B購01
42404,727777 伍豐中信6A購01
42405,727778 宣德中信68購01
42406,727779 旺矽永豐69購01
42407,72777P XD國泰
42408,72778 元富TJ
42409,727780 陽程永豐69購01
42410,727781 中美晶群益69購01
42411,727782 環球晶群益68購01
42412,727783 中美晶統一6B購01
42413,727784 光燿科統一6B購01
42414,727785 中美晶合庫68購01
42415,727786 中美晶元大68購03
42416,727787 光燿科元大6B購01
42417,727788 兆利元大6B購01
42418,727789 朋程元大68購01
42419,72778P R9元大
42420,727790 信驊元大68購01
42421,727791 康普元大68購01
42422,727792 環球晶元大68購01
42423,727793 萬潤康和69購01
42424,727794 朋程凱基68購01
42425,727795 中美晶中信6B購01
42426,727796 伍豐中信6B購01
42427,727797 雙鴻中信6A購01
42428,727798 精華玉山68購01
42429,727799 中美晶國票69購01
42430,72779P 元富TK
42431,72779P 群益UV
42432,72780 元富TL
42433,727800 宜特國票69購01
42434,727801 信驊康和68購01
42435,727802 璟德康和68購01
42436,727803 鈊象康和68購01
42437,727804 昂寶凱基68購01
42438,727805 大江群益69購01
42439,727806 碩禾群益6A購01
42440,727807 世界元富68購01
42441,727808 先豐元富68購01
42442,727809 萬潤日盛6A購01
42443,72780P XE國泰
42444,72781 元富TM
42445,727810 中美晶永豐69購01
42446,727811 光環永豐69購02
42447,727812 富喬永豐69購01
42448,727813 僑威永豐68購02
42449,727814 精測統一6A購01
42450,727815 環球晶統一68購05
42451,727816 帛漢元大68購01
42452,727817 勝麗元大69購01
42453,727818 碩禾元大68購02
42454,727819 金山電永豐68購01
42455,72781P S5統一
42456,72782 元富TN
42457,727820 金居永豐68購01
42458,727821 原相永豐68購01
42459,727822 富喬永豐68購01
42460,727823 榮剛永豐68購01
42461,727824 環宇永豐68購01
42462,727825 千附群益68購01
42463,727826 同亨群益69購01
42464,727827 璟德群益69購01
42465,727828 力旺日盛68購01
42466,727829 原相統一69購01
42467,72782P S6統一
42468,72783 永豐QS
42469,727830 中美晶元大68購04
42470,727831 世界元大68購01
42471,727832 金居元大68購01
42472,727833 廣明元大68購01
42473,727834 環宇元大68購01
42474,727835 雙鴻元大6B購01
42475,727836 穩懋元大68購01
42476,727837 力旺凱基68購01
42477,727838 中美晶凱基68購01
42478,727839 邦特凱基68購01
42479,72783P 凱基S4
42480,72784 永豐QT
42481,727840 帛漢國泰68購01
42482,727841 廣明國泰68購01
42483,727842 威剛富邦69購01
42484,727843 榮剛富邦68購01
42485,727844 環球晶永昌68購03
42486,727845 環球晶永昌68購04
42487,727846 宜鼎元富68購01
42488,727847 旺矽元富69購01
42489,727848 金可元富68購01
42490,727849 胡連元富68購01
42491,72784P 凱基S5
42492,72785 永豐QU
42493,727850 智晶元富68購01
42494,727851 榮剛元富68購01
42495,727852 精測元富69購01
42496,727853 穩懋元富68購01
42497,727854 佰研第一72購01
42498,727855 閎康康和68購01
42499,727856 信驊永豐68購01
42500,727857 華美永豐68購01
42501,727858 鐿鈦永豐68購01
42502,727859 廣明中信68購01
42503,72785P XH國泰
42504,72786 永豐QV
42505,727860 榮剛玉山68購01
42506,727861 群聯凱基6B購01
42507,727862 力旺群益68購01
42508,727863 昂寶群益68購02
42509,727864 華研群益68購01
42510,727865 華美國泰68購01
42511,727866 譜瑞國泰69購01
42512,727867 鼎翰富邦6A購01
42513,727868 碩禾富邦6A購01
42514,727869 光燿科日盛68購01
42515,72786P 凱基S6
42516,72787 永豐QW
42517,727870 群聯日盛68購01
42518,727871 榮剛日盛68購01
42519,727872 金居統一69購01
42520,727873 金居統一69購02
42521,727874 台半元大68購01
42522,727875 台燿元大69購01
42523,727876 宏觀元大68購01
42524,727877 美磊元大6A購01
42525,727878 胡連元大68購01
42526,727879 泰博元大68購01
42527,72787P 凱基T1
42528,72788 群益TE
42529,727880 神準元大69購01
42530,727881 榮剛元大68購01
42531,727882 精測元大69購01
42532,727883 網家元大6A購01
42533,727884 環球晶元大68購03
42534,727885 昂寶富邦6A購01
42535,727886 力旺元富68購01
42536,727887 伍豐元富68購01
42537,727888 富喬元富68購01
42538,727889 佰研永豐68購01
42539,72788P 群益VB
42540,72789 群益TF
42541,727890 美磊永豐68購01
42542,727891 精華永豐68購01
42543,727892 網家永豐69購01
42544,727893 璟德永豐69購01
42545,727894 元太群益68購01
42546,727895 信驊群益68購01
42547,727896 茂迪群益68購01
42548,727897 神準群益68購02
42549,727898 國統群益6A購01
42550,727899 閎康群益68購02
42551,72789P 群益VC
42552,72790 國票S5
42553,727900 榮剛群益68購01
42554,727901 榮剛群益68購02
42555,727902 精材群益68購02
42556,727903 精華群益68購02
42557,727904 華美中信68購01
42558,727905 均豪元大68購01
42559,727906 宜特元大69購01
42560,727907 宣德元大68購02
42561,727908 新漢元大68購01
42562,727909 霹靂元大68購01
42563,72790P 兆豐ZL
42564,72791 國票S6
42565,727910 中美晶統一6A購01
42566,727911 朋程統一6A購01
42567,727912 精材兆豐68購01
42568,727913 穩懋兆豐68購01
42569,727914 頎邦兆豐68購02
42570,727915 美時康和68購01
42571,727916 榮剛康和68購01
42572,727917 弘帆凱基68購01
42573,727918 帛漢凱基68購01
42574,727919 金居凱基68購01
42575,72791P 康和WC
42576,72792 國票S7
42577,727920 富喬凱基68購02
42578,727921 晶焱凱基6A購02
42579,727922 森鉅凱基68購01
42580,727923 聯合凱基68購01
42581,727924 雙鴻凱基6B購01
42582,727925 凡甲永豐68購01
42583,727926 千附永豐69購01
42584,727927 旺矽永豐69購02
42585,727928 金可永豐68購01
42586,727929 振曜永豐68購01
42587,72792P 群益VJ
42588,72793 群益TG
42589,727930 廣明永豐68購01
42590,727931 廣積永豐68購01
42591,727932 環球晶永豐68購03
42592,727933 譜瑞永豐69購01
42593,727934 中美晶國泰68購01
42594,727935 富喬國泰68購01
42595,727936 台燿元富68購01
42596,727937 環球晶元富68購01
42597,727938 精材富邦68購01
42598,727939 璟德富邦6C購01
42599,72793P 日盛QV
42600,72794 群益TH
42601,727940 環球晶富邦6C購01
42602,727941 榮剛中信68購01
42603,727942 大江群益68購01
42604,727943 台半群益68購01
42605,727944 朋程群益69購01
42606,727945 美磊群益69購01
42607,727946 新普群益68購02
42608,727947 萬潤群益69購01
42609,727948 網家群益68購01
42610,727949 雙鴻群益68購01
42611,72794P 凱基T7
42612,72795 兆豐SP
42613,727950 穩懋群益68購01
42614,727951 宜鼎元大6B購01
42615,727952 國統元大6A購02
42616,727953 富喬元大69購01
42617,727954 鼎翰元大68購01
42618,727955 穩懋宏遠68購01
42619,727956 精華日盛69購01
42620,727957 譜瑞日盛69購01
42621,727958 碩禾統一69購01
42622,727959 精材統一69購02
42623,72795P 群益VL
42624,72796 兆豐SQ
42625,727960 精華統一69購01
42626,727961 中美晶兆豐69購01
42627,727962 中美晶第一72購01
42628,727963 華研第一72購01
42629,727964 光環凱基68購01
42630,727965 均豪凱基68購01
42631,727966 智擎凱基68購01
42632,727967 閎康凱基68購01
42633,727968 榮剛凱基68購01
42634,727969 碩禾凱基6A購01
42635,72796P 群益VN
42636,727970 精華凱基68購01
42637,727971 金居中信68購01
42638,727972 精華中信68購01
42639,727973 凡甲元富68購01
42640,727974 伍豐元富68購03
42641,727975 金居元富68購01
42642,727976 振曜元富68購01
42643,727977 伍豐群益68購02
42644,727978 宜鼎群益69購02
42645,727979 旺矽群益69購01
42646,72797P 兆豐SR
42647,72797P 群益VP
42648,72798 工銀QC
42649,727980 宣德群益68購01
42650,727981 美磊群益69購02
42651,727982 璟德群益69購02
42652,727983 環球晶群益68購03
42653,727984 金居康和68購01
42654,727985 泰博康和68購01
42655,727986 健喬康和68購01
42656,727987 凡甲凱基68購01
42657,727988 鼎翰凱基68購01
42658,727989 環球晶凱基68購05
42659,72798P RY元大
42660,72799 工銀QD
42661,727990 環球晶凱基68購06
42662,727991 穩懋凱基68購01
42663,727992 昂寶永豐69購01
42664,727993 欣銓永豐68購01
42665,727994 胡連永豐68購01
42666,727995 國統永豐68購01
42667,727996 鈊象永豐69購01
42668,727997 頎邦永豐68購01
42669,727998 中美晶富邦6C購01
42670,727999 原相富邦68購01
42671,72799P 群益VT
42672,72800 工銀QE
42673,728000 光環日盛6B購01
42674,728001 璟德日盛68購01
42675,728002 金居元大68購02
42676,728003 茂達元大68購01
42677,728004 健喬元大69購01
42678,728005 精華元大68購03
42679,728006 廣明元大68購02
42680,728007 環球晶元大68購05
42681,728008 聯合元大6B購01
42682,728009 光環統一6A購01
42683,72800P V4永豐
42684,72801 工銀QF
42685,728010 美時統一69購01
42686,728011 智擎統一6A購01
42687,728012 網家統一6A購01
42688,728013 昂寶兆豐69購01
42689,728014 雙鴻兆豐69購01
42690,728015 弘塑中信68購01
42691,728016 榮剛永豐69購01
42692,728017 環球晶永豐69購02
42693,728018 金居國泰68購01
42694,728019 金居國泰6A購01
42695,72801P 康和WE
42696,72802 元大WU
42697,728020 信驊國泰68購01
42698,728021 榮剛國泰68購01
42699,728022 環球晶國泰68購01
42700,728023 環球晶國泰68購02
42701,728024 聯合國泰68購01
42702,728025 力旺元大69購01
42703,728026 茂迪元大68購01
42704,728027 原相元大68購01
42705,728028 神準元大6A購01
42706,728029 華研元大68購01
42707,72802P T3統一
42708,72803 元大WV
42709,728030 陽程元大6A購01
42710,728031 新普元大68購02
42711,728032 榮剛元大68購02
42712,728033 環球晶元大68購06
42713,728034 凡甲富邦69購01
42714,728035 元太元富68購01
42715,728036 昂寶元富6A購01
42716,728037 璟德元富69購02
42717,728038 環球晶元富68購02
42718,728039 雙鴻元富6A購01
42719,72803P 群益VY
42720,728040 環球晶永昌68購05
42721,728041 網家日盛69購01
42722,728042 環球晶統一68購07
42723,728043 弘帆群益68購01
42724,728044 胡連群益68購01
42725,728045 康普凱基68購01
42726,728046 晶焱國泰69購01
42727,728047 鈊象國泰68購02
42728,728048 原相元富6A購01
42729,728049 頎邦元富68購01
42730,72804P ST元大
42731,72805 元大WX
42732,728050 原相凱基69購01
42733,728051 富喬台新68購01
42734,728052 智冠群益68購01
42735,728053 廣明群益68購01
42736,728054 頎邦群益68購01
42737,728055 弘帆永豐68購01
42738,728056 金居永豐68購02
42739,728057 弘帆元大68購01
42740,728058 弘塑元大68購01
42741,728059 穩懋元大68購04
42742,72805P 凱基U3
42743,728060 陽程統一6A購01
42744,728061 台燿永豐69購01
42745,728062 穩懋永豐68購02
42746,728063 大江中信69購01
42747,728064 精材中信6A購01
42748,728065 精材凱基68購01
42749,728066 穩懋凱基68購02
42750,728067 網家富邦69購01
42751,728068 穩懋富邦68購02
42752,728069 光隆元富69購01
42753,72806P XP國泰
42754,72806P 元大WY
42755,72807 永豐QX
42756,728070 朋程元富68購01
42757,728071 璟德統一6A購01
42758,728072 鈊象兆豐69購01
42759,728073 伍豐元大6B購01
42760,728074 閎康元大68購02
42761,728075 璟德元大68購01
42762,728076 閎康國泰68購01
42763,728077 廣明國泰69購01
42764,728078 穩懋國泰68購02
42765,728079 光燿科永豐69購01
42766,72807P 元富X9
42767,72808 永豐QY
42768,728080 皇田永豐68購01
42769,728081 神準永豐68購01
42770,728082 應華永豐68購01
42771,728083 網家中信69購01
42772,728084 廣明中信69購01
42773,728085 環球晶中信69購03
42774,728086 宜特群益68購02
42775,728087 精材群益69購01
42776,728088 環球晶兆豐68購02
42777,728089 譜瑞兆豐69購01
42778,72808P 元富Y2
42779,72809 永豐QZ
42780,728090 台半元富69購02
42781,728091 新普元富68購01
42782,728092 網家元富68購02
42783,728093 穩懋元富68購04
42784,728094 萬潤第一72購01
42785,728095 綠河康和68購01
42786,728096 振曜凱基68購01
42787,728097 萬潤凱基68購01
42788,728098 精材凱基68購02
42789,728099 網家凱基68購02
42790,72809P SW元大
42791,72810 永豐RA
42792,728100 穩懋凱基68購04
42793,728101 凡甲元大6B購02
42794,728102 光環元大6B購02
42795,728103 欣銓元大68購01
42796,728104 廣明元大68購03
42797,728105 金居合庫68購01
42798,728106 環球晶合庫68購01
42799,728107 頎邦合庫68購01
42800,728108 智擎台新68購01
42801,728109 璟德台新68購01
42802,72810P T5統一
42803,72811 永豐RB
42804,728110 凡甲群益68購01
42805,728111 穩懋群益69購01
42806,728112 台半永豐68購02
42807,728113 閎康永豐68購01
42808,728114 網家永豐69購02
42809,728115 環球晶永豐69購03
42810,728116 金居元富68購02
42811,728117 閎康元富68購01
42812,728118 碩禾元富6A購01
42813,728119 力旺富邦69購01
42814,72811P 群益WA
42815,72812 永豐RC
42816,728120 VHQ元大68購02
42817,728121 中美晶元大6B購01
42818,728122 昂寶元大69購01
42819,728123 長華科元大6B購02
42820,728124 網家元大68購03
42821,728125 旺矽日盛68購01
42822,728126 精材日盛68購01
42823,728127 欣銓第一72購01
42824,728128 榮剛康和68購02
42825,728129 環球晶康和68購02
42826,72812P 群益WB
42827,72813 群益TJ
42828,728130 精測國泰6A購01
42829,728131 精測國泰6C購01
42830,728132 網家國泰68購02
42831,728133 應華國泰68購01
42832,728134 先豐元富69購01
42833,728135 智擎元富69購01
42834,728136 廣積元富6A購01
42835,728137 萬潤康和68購01
42836,728138 金山電凱基68購01
42837,728139 精測凱基68購06
42838,72813P 群益WC
42839,72814 群益TK
42840,728140 精測凱基68購07
42841,728141 精測凱基68購08
42842,728142 精測凱基68購09
42843,728143 力旺富邦68購01
42844,728144 威剛富邦6A購01
42845,728145 網家統一6A購02
42846,728146 環球晶統一6A購01
42847,728147 精測兆豐69購02
42848,728148 VHQ永豐68購01
42849,728149 先豐永豐68購01
42850,72814P 元富Z1
42851,72815 群益TL
42852,728150 安勤永豐68購01
42853,728151 萬潤永豐69購01
42854,728152 精測永豐69購01
42855,728153 穩懋永豐68購03
42856,728154 穩懋中信68購01
42857,728155 穩懋台新68購01
42858,728156 台燿群益68購01
42859,728157 網家群益68購02
42860,728158 穩懋群益68購02
42861,728159 中美晶元大6A購01
42862,72815P 元富Z4
42863,72816 群益TM
42864,728160 友華元大68購01
42865,728161 精材元大69購01
42866,728162 環球晶元大69購01
42867,728163 穩懋元大68購05
42868,728164 精測玉山68購01
42869,728165 網家玉山69購01
42870,728166 千附國泰68購01
42871,728167 宜鼎國泰68購01
42872,728168 原相國泰68購01
42873,728169 穩懋富邦69購01
42874,72816P 元富PA
42875,72817 群益TN
42876,728170 大江永豐68購02
42877,728171 南光永豐68購01
42878,728172 智晶永豐68購01
42879,728173 陽程永豐69購02
42880,728174 中美晶台新68購01
42881,728175 閎康群益68購03
42882,728176 精材群益68購03
42883,728177 金居國票69購01
42884,728178 環球晶國票69購02
42885,728179 太醫康和68購01
42886,72817P 元富Z7
42887,72818 統一QX
42888,728180 台燿康和68購01
42889,728181 世界凱基68購01
42890,728182 佰研凱基69購01
42891,728183 金居凱基68購02
42892,728184 信驊凱基68購01
42893,728185 國統凱基6B購01
42894,728186 僑威凱基68購01
42895,728187 網家凱基68購03
42896,728188 精測日盛68購01
42897,728189 廣明日盛68購01
42898,72818P 元富Z8
42899,72819 國泰RD
42900,728190 鈊象日盛6B購01
42901,728191 金居統一69購03
42902,728192 網家元大69購01
42903,728193 穩懋元大69購01
42904,728194 世界永豐68購01
42905,728195 金居群益68購01
42906,728196 金居群益68購02
42907,728197 精測群益69購01
42908,728198 頎邦群益68購02
42909,728199 朋程元大69購01
42910,72819P 元富Z9
42911,728200 金居元大68購04
42912,728201 長華科元大68購01
42913,728202 威剛元大68購01
42914,728203 晶焱元大69購01
42915,728204 邦特中信6A購01
42916,728205 千附日盛6A購02
42917,728206 精測統一69購02
42918,728207 精測兆豐68購01
42919,728208 智晶康和68購01
42920,728209 神準國泰68購01
42921,72820P 國泰RE
42922,72820P 群益WJ
42923,72821 國泰RF
42924,728210 精材國泰68購01
42925,728211 金居台新68購01
42926,728212 VHQ群益68購01
42927,728213 先豐群益68購01
42928,728214 網家群益68購03
42929,728215 昂寶國泰68購01
42930,728216 長華科國泰72購01
42931,728217 美磊國泰6A購01
42932,728218 康普國泰68購01
42933,728219 昂寶元大69購02
42934,72821P U1統一
42935,72822 日盛QF
42936,728220 康普元大68購02
42937,728221 廣積第一72購01
42938,728222 精測統一6A購02
42939,728223 碩禾兆豐6B購01
42940,728224 原相台新68購01
42941,728225 世界國泰68購01
42942,728226 泰博國泰68購01
42943,728227 璟德永豐69購02
42944,728228 環球晶永豐69購04
42945,728229 VHQ群益69購01
42946,72822P 元富PC
42947,728230 美磊群益69購03
42948,728231 僑威群益68購01
42949,728232 環球晶群益68購06
42950,728233 聯合群益69購01
42951,728234 宜特元富68購01
42952,728235 金居元富69購01
42953,728236 環球晶元富68購03
42954,728237 伍豐富邦73購01
42955,728238 環球晶富邦73購01
42956,728239 弘帆元大68購02
42957,72823P 兆豐ZX
42958,72823P 日盛QG
42959,728240 同亨元大69購01
42960,728241 宜鼎元大68購02
42961,728242 頎邦日盛68購01
42962,728243 網家統一69購02
42963,728244 環球晶統一68購10
42964,728245 萬潤兆豐6A購01
42965,728246 宜特永豐6A購01
42966,728247 環球晶永豐6A購01
42967,728248 聯亞永豐6A購02
42968,728249 雙鴻永豐6A購01
42969,72824P ZP第一
42970,72824P 日盛QH
42971,72825 日盛QJ
42972,728250 金山電第一73購01
42973,728251 聯亞第一73購01
42974,728252 聯亞康和69購01
42975,728253 凡甲凱基69購01
42976,728254 中美晶凱基6A購03
42977,728255 璟德凱基69購01
42978,728256 環球晶凱基69購01
42979,728257 環球晶凱基69購02
42980,728258 東洋國泰69購01
42981,728259 精材國泰69購02
42982,72825P ZQ第一
42983,72826 日盛QK
42984,728260 環球晶國泰69購01
42985,728261 聯亞國泰69購01
42986,728262 雙鴻國泰69購02
42987,728263 聯亞國泰69購02
42988,728264 神準元富6A購01
42989,728265 穩懋元富69購01
42990,728266 力旺群益69購01
42991,728267 勝麗群益69購01
42992,728268 群聯群益69購01
42993,728269 精華群益69購01
42994,72826P ZR第一
42995,72827 日盛QL
42996,728270 聯亞群益6A購01
42997,728271 聯亞群益6A購02
42998,728272 聯亞群益6A購03
42999,728273 精測中信6A購01
43000,728274 聯亞中信69購01
43001,728275 鈊象台新69購01
43002,728276 新普富邦69購01
43003,728277 新漢富邦6A購01
43004,728278 碩禾富邦6C購01
43005,728279 璟德富邦73購01
43006,72827P 群益WR
43007,72828 永豐RD
43008,728280 聯亞富邦6A購01
43009,728281 聯亞富邦6C購01
43010,728282 聯亞元富6A購01
43011,728283 光環元大6C購01
43012,728284 群聯元大69購02
43013,728285 聯亞元大69購03
43014,728286 聯亞元大69購04
43015,728287 聯亞元大6A購01
43016,728288 聯亞日盛69購01
43017,728289 聯亞日盛6A購01
43018,72828P X3永豐
43019,72829 永豐RE
43020,728290 環球晶統一6B購01
43021,728291 聯亞統一6A購01
43022,728292 大江兆豐6A購01
43023,728293 東洋兆豐69購01
43024,728294 環球晶兆豐6A購01
43025,728295 聯亞兆豐69購01
43026,728296 聯亞兆豐6A購01
43027,728297 同致玉山6B購01
43028,728298 光隆元大69購01
43029,728299 同致元大69購01
43030,72829P 日盛RC
43031,72830 永豐RF
43032,728300 同致元大6A購02
43033,728301 均豪元大69購01
43034,728302 網家元大69購02
43035,728303 頎邦台新69購01
43036,728304 璟德國泰69購01
43037,728305 穩懋國泰69購01
43038,728306 同致國泰69購02
43039,728307 茂迪元富69購01
43040,728308 環球晶元富69購02
43041,728309 同致元富6A購01
43042,72830P U4統一
43043,72831 永豐RG
43044,728310 聯亞永豐6A購01
43045,728311 中美晶永豐6A購01
43046,728312 精材永豐6A購01
43047,728313 光隆群益6A購01
43048,728314 光隆群益6A購02
43049,728315 同致群益6A購01
43050,728316 同致第一73購01
43051,728317 同致凱基6C購01
43052,728318 聯亞凱基6B購01
43053,728319 伍豐日盛69購01
43054,72831P 兆豐P2
43055,72832 永豐RH
43056,728320 同致日盛6A購01
43057,728321 環球晶日盛69購01
43058,728322 同致統一6C購01
43059,728323 鈊象統一6A購01
43060,728324 元太兆豐6A購01
43061,728325 同致兆豐6A購01
43062,728326 頎邦兆豐6A購01
43063,728327 凡甲國泰6A購01
43064,728328 網家國泰69購01
43065,728329 濱川國泰6A購01
43066,72832P 兆豐P3
43067,72833 寶來SU
43068,728330 萬潤康和69購02
43069,728331 聖暉康和69購01
43070,728332 東洋群益69購01
43071,728333 譜瑞群益69購01
43072,728334 精測中信6C購01
43073,728335 環球晶台新69購01
43074,728336 同致永豐6A購01
43075,728337 原相永豐6A購01
43076,728338 勝麗永豐6A購01
43077,728339 廣明永豐69購01
43078,72833P 永昌P2
43079,72834 寶來SV
43080,728340 同致元大69購02
43081,728341 安勤元大69購01
43082,728342 勝麗元大6A購01
43083,728343 聖暉元大69購01
43084,728344 精材元大6B購01
43085,728345 廣積元大69購01
43086,728346 濱川元大69購02
43087,728347 濱川元大69購03
43088,728348 環球晶元大69購02
43089,728349 先豐富邦69購01
43090,72834P UB元大
43091,72835 寶來SW
43092,728350 同致富邦6C購01
43093,728351 昂寶日盛69購01
43094,728352 同致統一6B購01
43095,728353 聯亞統一6B購01
43096,728354 中美晶兆豐6A購01
43097,728355 金居兆豐69購01
43098,728356 穩懋兆豐6A購01
43099,728357 同致國泰6B購01
43100,728358 聯亞富邦6C購02
43101,728359 聯亞永昌69購01
43102,72835P 元富PJ
43103,72836 寶來SX
43104,728360 邦特康和69購01
43105,728361 同致凱基6B購02
43106,728362 僑威台新69購01
