,0
1315,4304 勝昱
1316,4304 琨詰
1317,4305 世坤
1318,4306 炎洲
1319,4401 東隆興
1320,4402 福大
1321,4406 新昕纖
1322,4408 聯明
1323,4413 赤崁
1324,4413 飛寶
1325,4413 飛寶企業
1326,4414 如興
1327,4415 台原藥
1328,4415 成豐
1329,4415 美嘉電
1330,4416 三圓
1331,4416 福纖
1332,4417 金洲
1333,4419 元勝
1334,4419 松懋
1335,4420 光明
1336,4426 利勤
1337,4429 聚紡
1338,4430 耀億
1339,4432 銘旺實
1340,4433 興采
1341,4438 廣越
1342,4502 健信
1343,4502 源恆
1344,4503 金雨
1345,4506 崇友
1346,4510 高鋒
1347,4513 福裕
1348,4523 永彰
1349,4526 東台
1350,4527 方土霖
1351,4528 江興鍛
1352,4529 力武
1353,4529 昶洧
1354,4529 淳紳
1355,4529 雷風
1356,4530 宏易
1357,4532 瑞智
1358,4533 協易機
1359,4534 三林
1360,4534 慶騰
1361,4535 至興
1362,4536 拓凱
1363,4538 大詠城
1364,4540 全球傳動
1365,4541 晟田
1366,4542 科嶠
1367,4543 萬在
1368,4545 銘鈺
1369,4549 桓達
1370,4550 長佳
1371,4551 智伸科
1372,4552 力達-KY
1373,4554 橙的
1374,4555 氣立
1375,4556 旭然
1376,4557 永新-KY
1377,4560 強信-KY
1378,4561 健椿
1379,4562 穎漢
1380,4563 百德
1381,4564 元翎
1382,4566 時碩工業
1383,4568 科際精密
1384,4609 唐鋒
1385,4702 中美實
1386,4702 中美聯
1387,4703 揚華
1388,4703 美克能
1389,4706 大恭
1390,4707 磐亞
1391,4711 永純
1392,4712 南璋
1393,4714 永捷
1394,4716 大立
1395,4720 德淵
1396,4721 美琪瑪
1397,4722 國精化
1398,4725 信昌化
1399,4726 永昕
1400,4728 雙美
1401,4729 熒茂
1402,4733 上緯
1403,4735 豪展
1404,4736 泰博
1405,4737 華廣
1406,4739 康普
1407,4741 泓瀚
1408,4743 合一
1409,4744 皇將
1410,4745 F-合富
1411,4745 合富-KY
1412,4746 台耀
1413,4747 強生
1414,4754 國碳科
1415,4755 三福化
1416,4760 勤凱
1417,4762 F-三汰
1418,4762 三汰-KY
1419,4763 材料-KY
1420,4764 雙鍵
1421,4766 南寶
1422,4767 誠泰科技
1423,4801 碼斯特
1424,4801 高盛
1425,4803 F-VHQ
1426,4803 VHQ-KY
1427,4804 F-大略
1428,4804 大略-KY
1429,4806 昇華
1430,4807 日成-KY
1431,4903 聯光通
1432,4904 遠傳
1433,4905 台聯電
1434,4906 正文
1435,4907 富宇
1436,4907 春雨開
1437,4907 正華
1438,4908 前鼎
1439,4909 新復興
1440,4911 德英
1441,4912 F-聯德
1442,4912 KY聯德
1443,4912 聯德控股-KY
1444,4915 致伸
1445,4916 事欣科
1446,4919 新唐
1447,4924 F-欣厚
1448,4924 KY欣厚
1449,4924 欣厚-KY
1450,4927 F-泰鼎
1451,4927 KY泰鼎
1452,4927 泰鼎-KY
1453,4930 燦星網
1454,4933 友輝
1455,4934 太極
1456,4935 茂林-KY
1457,4938 和碩
1458,4939 亞電
1459,4942 嘉彰
1460,4943 康控-KY
1461,4944 兆遠
1462,4946 辣椒
1463,4947 F-昂寶
1464,4947 KY昂寶
1465,4947 昂寶-KY
1466,4950 牧東
1467,4952 凌通
1468,4953 緯軟
1469,4956 光鋐
1470,4958 臻鼎-KY
1471,4960 誠美材
1472,4961 天鈺
1473,4965 商店街
1474,4966 F-譜瑞
1475,4966 KY譜瑞
1476,4966 譜瑞-KY
1477,4967 十銓
1478,4968 立積
1479,4971 F-IET
1480,4971 IET-KY
1481,4972 湯石
1482,4972 湯石照明
1483,4973 廣穎
1484,4974 亞泰
1485,4976 佳凌
1486,4977 眾達-KY
1487,4979 華星光
1488,4984 科納-KY
1489,4987 科誠
1490,4989 榮科
1491,4991 F-環宇
1492,4991 環宇-KY
1493,4994 傳奇
1494,4995 晶達
1495,4999 鑫禾
1496,5007 三星
1497,5009 榮剛
1498,5011 久陽
1499,5013 強新
1500,5014 建錩
1501,5015 華祺
1502,5016 松和
1503,5017 新泰伸
1504,5102 富強
1505,5201 凱衛
1506,5202 力新
1507,5203 訊連
1508,5204 得捷
1509,5205 中茂
1510,5205 漢康
1511,5206 坤悅
1512,5206 經緯
1513,5207 飛雅
1514,5209 新鼎
1515,5210 寶碩
1516,5211 蒙恬
1517,5212 凌網
1518,5213 亞昕
1519,5213 力昕
1520,5213 捷鴻
1521,5215 科嘉-KY
1522,5220 萬達光電
1523,5223 安力-KY
1524,5225 東科-KY
1525,5227 F-立凱
1526,5227 立凱-KY
1527,5230 雷笛克
1528,5230 雷笛克光學
1529,5234 達興材料
1530,5243 乙盛-KY
1531,5245 智晶
1532,5251 天鉞電
1533,5255 美桀
1534,5258 虹堡
1535,5259 清惠
1536,5261 創傑
1537,5263 智崴
1538,5264 鎧勝-KY
1539,5266 F*AS
1540,5269 祥碩
1541,5272 笙科
1542,5274 信驊
1543,5276 F-達輝
1544,5276 達輝-KY
1545,5278 尚凡
1546,5280 F-敦泰
1547,5281 F-大峽
1548,5281 大峽谷-KY
1549,5283 禾聯碩
1550,5284 F-jpp
1551,5284 jpp-KY
1552,5285 界霖
1553,5287 數字
1554,5288 豐祥-KY
1555,5289 宜鼎
1556,5291 邑昇
1557,5299 杰力
1558,5301 寶得利
1559,5301 祥裕
1560,5302 太欣
1561,5304 大霸
1562,5304 鼎創達
1563,5305 敦南
1564,5306 桂盟
1565,5306 訊康
1566,5309 系統
1567,5309 系統電
1568,5310 天剛
1569,5312 寶島科
1570,5314 世紀
1571,5315 光聯
1572,5317 凱美
1573,5318 佳鼎
1574,5321 九德
1575,5321 友銓
1576,5324 士開
1577,5324 德豐
1578,5324 華昕
1579,5326 漢磊
1580,5328 華容
1581,5340 建榮
1582,5344 立衛
1583,5345 天揚
1584,5346 力晶
1585,5347 世界
1586,5348 系通
1587,5349 先豐
1588,5351 鈺創
1589,5353 台林
1590,5355 佳總
1591,5356 協益
1592,5364 力麗店
1593,5364 易福
1594,5364 浩騰
1595,5371 中光電
1596,5376 東正元
1597,5381 合正
1598,5383 金利
1599,5384 捷元
1600,5386 青雲
1601,5387 茂德
1602,5388 中磊
1603,5392 應華
1604,5395 圓方
1605,5395 普揚
1606,5398 力瑋
1607,5398 慕康生醫
1608,5403 中菲
1609,5410 國眾
1610,5414 磐英
1611,5425 台半
1612,5426 振發
1613,5432 達威
1614,5434 崇越
1615,5438 東友
1616,5439 高技
1617,5443 均豪
1618,5450 寶聯
1619,5450 寶聯通
1620,5452 佶優
1621,5455 昇益
1622,5455 訊利電
1623,5457 宣德
1624,5460 同協
1625,5464 霖宏
1626,5465 富驊
1627,5466 泰林
1628,5467 聯福生
1629,5468 凱鈺
1630,5468 台晶
1631,5469 瀚宇博
1632,5471 松翰
1633,5474 聰泰
1634,5475 德宏
1635,5478 智冠
1636,5480 統盟
1637,5481 新華
1638,5481 華韡
1639,5483 中美晶
1640,5484 慧友
1641,5487 通泰
1642,5488 松普
1643,5489 彩富
1644,5490 同亨
1645,5491 連展
1646,5492 亞智科
1647,5493 三聯
1648,5498 凱崴
1649,5501 金腦科
1650,5505 和旺
1651,5506 長鴻
1652,5508 永信建
1653,5511 德昌
1654,5512 力麒
1655,5514 三豐
1656,5515 建國
1657,5516 雙喜
1658,5519 隆大
1659,5520 力泰
1660,5521 工信
1661,5522 遠雄
1662,5523 宏都
1663,5523 豐謙
1664,5525 順天
1665,5529 志嘉
1666,5530 大漢
1667,5530 龍巖
1668,5531 鄉林
1669,5533 皇鼎
1670,5534 長虹
1671,5536 聖暉
1672,5538 東明-KY
1673,5543 F-崇佑
1674,5543 崇佑-KY
1675,5601 台聯櫃
1676,5603 陸海
1677,5604 中連貨
1678,5605 遠航
1679,5607 遠雄港
1680,5608 四維航
1681,5609 中菲行
1682,5701 劍湖山
1683,5703 亞都
1684,5704 老爺知
1685,5706 鳳凰
1686,5810 寶華
1687,5818 僑銀
1688,5820 日盛金
1689,5854 合庫
1690,5864 致和證
1691,5871 中租-KY
1692,5876 上海商銀
1693,5878 台名
1694,5880 合庫金
1695,5902 德記
1696,5903 全家
1697,5904 寶雅
1698,5905 南仁湖
1699,5906 台南-KY
1700,5907 大洋-KY
1701,6005 群益證
1702,6008 中信證
1703,6008 凱基證
1704,6012 金鼎證
1705,6015 宏遠證
1706,6016 康和證
1707,6020 大展證
1708,6021 大慶證
1709,6022 大眾證
1710,6023 元大期
1711,6023 寶來期
1712,6024 群益期
1713,6026 福邦證
1714,6101 寬魚國際
1715,6101 弘捷
1716,6103 合邦
1717,6104 創惟
1718,6105 瑞傳
1719,6107 華美
1720,6108 競國
1721,6109 亞元
1722,6110 艾群
1723,6111 大宇資
1724,6112 聚碩
1725,6113 亞矽
1726,6114 久威
1727,6114 翔昇
1728,6115 鎰勝
1729,6116 彩晶
1730,6117 迎廣
1731,6118 建達
1732,6119 大傳
1733,6120 達運
1734,6121 新普
1735,6122 擎邦
1736,6123 上奇
1737,6124 業強
1738,6125 廣運
1739,6126 信音
1740,6127 九豪
1741,6128 上福
1742,6129 普誠
1743,6130 亞全
1744,6130 基因
1745,6130 星寶國際
1746,6131 悠克
1747,6133 金橋
1748,6134 萬旭
1749,6135 佳營
1750,6136 富爾特
1751,6138 茂達
1752,6139 亞翔
1753,6140 訊達
1754,6141 柏承
1755,6142 友勁
1756,6143 振曜
1757,6144 得利影
1758,6145 勁永
1759,6146 耕興
1760,6147 頎邦
1761,6148 和平資
1762,6148 驊宏資
1763,6149 禾鴻
1764,6149 軍成
1765,6150 撼訊
1766,6151 晉倫
1767,6152 百一
1768,6153 嘉聯益
1769,6154 順發
1770,6155 鈞寶
1771,6156 松上
1772,6156 科橋
1773,6158 禾昌
1774,6159 詮鼎
1775,6160 欣技
1776,6161 捷波
1777,6163 華電網
1778,6164 華興
1779,6165 捷泰
1780,6166 凌華
1781,6167 久正
1782,6168 宏齊
1783,6169 昱泉
1784,6170 統振
1785,6171 亞銳士
1786,6172 互億
1787,6173 信昌電
1788,6174 安��
1789,6175 立敦
1790,6176 瑞儀
1791,6177 十全
1792,6177 達麗
1793,6179 世仰
1794,6179 亞通
1795,6180 橘子
1796,6182 合晶
1797,6183 關貿
1798,6184 大豐電
1799,6185 幃翔
1800,6186 新潤
1801,6186 晶磊
1802,6187 萬潤
1803,6188 廣明
1804,6189 豐藝
1805,6190 萬泰
1806,6190 萬泰科
1807,6191 精成科
1808,6192 巨路
1809,6194 育富
1810,6195 旭展
1811,6195 詩肯
1812,6196 帆宣
1813,6197 佳必琪
1814,6198 凌泰
1815,6199 天品
1816,6199 精威
1817,6201 亞弘電
1818,6202 盛群
1819,6203 海韻
1820,6203 海韻電
1821,6204 艾華
1822,6205 詮欣
1823,6206 飛捷
1824,6207 雷科
1825,6208 日揚
1826,6209 今國光
1827,6210 慶生
1828,6211 福登
1829,6212 理銘
1830,6213 聯茂
1831,6214 精誠
1832,6215 和椿
1833,6216 居易
1834,6217 中探針
1835,6218 豪勉
1836,6219 富旺
1837,6219 視達
1838,6220 岳豐
1839,6221 晉泰
1840,6222 上揚
1841,6223 旺矽
1842,6224 聚鼎
1843,6225 天瀚
1844,6226 光鼎
1845,6227 茂綸
1846,6228 全譜
1847,6229 研通
1848,6230 超眾
1849,6231 系微
1850,6232 仕欽
1851,6233 旺玖
1852,6234 高僑
1853,6235 華孚
1854,6236 凌越
1855,6236 康呈
1856,6237 驊訊
1857,6238 勝麗
1858,6238 巨圖
1859,6239 力成
1860,6240 文魁
1861,6240 松崗
1862,6240 統一元
1863,6241 享承
1864,6241 易通展
1865,6242 亨豐
1866,6242 立康
1867,6242 聯豪科
1868,6243 迅杰
1869,6244 茂迪
1870,6245 立端
1871,6246 臺龍
1872,6247 淇譽電
1873,6248 沛波
1874,6250 宇加
1875,6251 定穎
1876,6255 奈普
1877,6257 矽格
1878,6259 百徽
1879,6261 久元
1880,6263 普萊德
1881,6264 富裔
1882,6264 德士通
1883,6265 方土昶
1884,6266 泰詠
1885,6269 台郡
1886,6270 倍微
1887,6271 同欣電
1888,6274 台燿
1889,6275 元山
1890,6276 名鐘
1891,6276 安鈦克
1892,6277 宏正
1893,6278 台表科
1894,6279 胡連
1895,6280 崇貿
1896,6281 全國電
1897,6282 康舒
1898,6283 淳安
1899,6284 佳邦
1900,6285 啟碁
1901,6286 立錡
1902,6287 元隆
1903,6288 聯嘉
1904,6289 華上
1905,6290 良維
1906,6291 沛亨
1907,6292 迅德
1908,6294 智基
1909,6298 崴強
1910,6402 基泰營
1911,6404 F-通訊
1912,6404 通訊-KY
1913,6405 悅城
1914,6409 旭隼
1915,6411 晶焱
1916,6412 群電
1917,6414 樺漢
1918,6415 矽力-KY
1919,6416 瑞祺電通
1920,6417 韋僑
1921,6418 詠昇
1922,6419 京晨科
1923,6422 君耀-KY
1924,6425 易發
1925,6426 統新
1926,6431 光麗-KY
1927,6432 今展科
1928,6435 大中
1929,6438 迅得
1930,6441 廣錠
1931,6442 光聖
1932,6443 元晶
1933,6446 藥華藥
1934,6449 鈺邦
1935,6451 訊芯-KY
1936,6452 康友-KY
1937,6456 GIS-KY
1938,6457 紘康
1939,6461 益得
1940,6462 神盾
1941,6464 台數科
1942,6465 威潤
1943,6469 大樹
1944,6470 宇智
1945,6472 保瑞
1946,6477 安集
1947,6482 弘煜科
1948,6485 點序
1949,6486 互動
1950,6488 環球晶
1951,6492 生華科
1952,6494 九齊
1953,6496 科懋
1954,6497 亞獅康-KY
1955,6499 益安
1956,6504 南六
1957,6505 台塑化
1958,6506 雙邦
1959,6508 惠光
1960,6509 聚和
1961,6510 精測
1962,6512 啟發電
1963,6514 F-芮特
1964,6514 芮特-KY
1965,6516 勤崴國際
1966,6523 達爾膚
1967,6525 捷敏-KY
1968,6530 創威
1969,6531 愛普
1970,6532 瑞耘
1971,6533 晶心科
1972,6535 順藥
1973,6538 倉和
1974,6541 泰福-KY
1975,6542 隆中
1976,6547 高端疫苗
1977,6548 長科
1978,6548 長華科
1979,6552 易華電
1980,6554 中美冠科-KY
1981,6556 勝品
1982,6558 興能高
1983,6560 欣普羅
1984,6561 是方
1985,6568 宏觀
1986,6569 醫揚
1987,6570 維田
1988,6573 虹揚-KY
1989,6574 霈方
1990,6576 逸達
1991,6577 勁豐
1992,6578 達邦蛋白
1993,6579 研揚
1994,6581 鋼聯
1995,6582 申豐
1996,6589 台康生技
1997,6590 普鴻
1998,6591 動力-KY
1999,6593 台灣銘板
2000,6594 展匯科
2001,6596 寬宏藝術
2002,6603 富強鑫
2003,6605 帝寶
2004,6609 瀧澤科
2005,6612 奈米醫材
2006,6613 朋億
2007,6615 慧智
2008,6616 特昇-KY
2009,6624 萬年清
2010,6625 必應
2011,6629 泰金-KY
2012,6640 均華
2013,6641 基士德-KY
2014,6643 M31
2015,6649 台生材
2016,6654 天正國際
2017,6655 科定
2018,6662 樂斯科
2019,6664 群翊
2020,6666 羅麗芬-KY
2021,6667 信紘科
2022,6668 中揚光
2023,6669 緯穎
2024,6670 復盛應用
2025,6671 三能-KY
2026,6672 騰輝電子-KY
2027,6674 鋐寶科技
2028,6679 鈺太
2029,6683 雍智科技
2030,6702 興航
2031,6803 崑鼎
2032,700001 新普台新85購01
2033,700001 永昌PQ
2034,700002 元富VW
2035,700002 環球晶台新84購01
2036,700003 中美晶群益84購01
2037,700003 元富VX
2038,700004 中美晶群益84購02
2039,700004 元富VY
2040,700005 元太群益84購01
2041,700005 元富VZ
2042,700006 國泰TE
2043,700006 宇隆群益84購01
2044,700007 國泰TF
2045,700007 聯亞群益84購01
2046,700008 中美晶永昌84購03
2047,700008 元大PW
2048,700009 元大PY
2049,700009 大國鋼凱基84購01
2050,70001 永豐SU
2051,700010 大國鋼凱基84購02
2052,700010 統一ST
2053,700011 中美晶凱基84購02
2054,700011 統一SU
2055,700012 加百裕凱基84購01
2056,700012 統一SV
2057,700013 宇隆凱基84購01
2058,700013 康和VT
2059,700014 康和VU
2060,700014 良維凱基84購01
2061,700015 元大PZ
2062,700015 岳豐凱基84購01
2063,700016 大華WF
2064,700016 岳豐凱基84購02
2065,700017 大華WG
2066,700017 昇達科凱基84購02
2067,700018 大華WH
2068,700018 直得凱基87購01
2069,700019 大華WJ
2070,700019 金可凱基84購01
2071,70001B 元熊P1
2072,70001C 元牛P1
2073,70001F 群益T6
2074,70001P 元大PX
2075,70001P 美磊元大72售01
2076,70001Q 寶來WL
2077,70001X 臺銀金元大63展01
2078,70001Y 一銀金元大63展01
2079,70002 永豐SV
2080,700020 凱美凱基84購01
2081,700020 大華WK
2082,700021 撼訊凱基84購01
2083,700021 永豐Q2
2084,700022 凱基QZ
2085,700022 合晶日盛84購02
2086,700023 伍豐麥證84購01
2087,700023 凱基RA
2088,700024 元富WA
2089,700024 環球晶麥證84購03
2090,700025 元富WB
2091,700025 泰博富邦84購01
2092,700026 元富WC
2093,700026 欣銓宏遠84購01
2094,700027 元富WD
2095,700027 群聯宏遠84購01
2096,700028 威剛元富87購01
2097,700028 永昌PR
2098,700029 伍豐中信84購01
2099,700029 永昌PS
2100,70002B 元熊P2
2101,70002C 元牛P2
2102,70002F 群益T7
2103,70002P 元大QA
2104,70002P 鈊象元大6C售02
2105,70002Q 寶來WN
2106,70002X 世界元大63展02
2107,70003 元大Q5
2108,700030 永昌PT
2109,700030 環球晶中信84購03
2110,700031 中美晶兆豐84購02
2111,700031 國泰TG
2112,700032 中光電元大84購02
2113,700032 國泰TH
2114,700033 中美晶元大84購04
2115,700033 國泰TJ
2116,700034 兆豐TW
2117,700034 原相元大84購03
2118,700035 漢磊元大84購01
2119,700035 群益WC
2120,700036 漢磊元大84購02
2121,700036 群益WD
2122,700037 群益WE
2123,700037 蜜望實元大84購01
2124,700038 群益WF
2125,700038 蜜望實元大84購02
2126,700039 永豐Q3
2127,700039 立端台新84購01
2128,70003C 凱牛P1
2129,70003F 群益T8
2130,70003P 日盛SA
2131,70003P 環球晶國泰6C售02
2132,70003X 新普元大63展02
2133,70004 元大Q6
2134,700040 永豐Q4
2135,700040 華研台新85購01
2136,700041 永豐Q5
2137,700041 牧德群益85購01
2138,700042 中美晶國票84購01
2139,700042 日盛RZ
2140,700043 光頡國票84購01
2141,700043 日盛SB
2142,700044 日盛SC
2143,700044 金可國票84購01
2144,700045 信昌電國票84購02
2145,700045 日盛SD
2146,700046 信昌電國票84購03
2147,700046 日盛SE
2148,700047 信昌電國票84購04
2149,700047 寶來UP
2150,700048 寶來UQ
2151,700048 鈊象國票84購01
2152,700049 久元永豐84購01
2153,700049 元大QB
2154,70004C 金山電元富6B牛01
2155,70004F 凱基SD
2156,70004P 日盛SF
2157,70004P 精材群益72售01
2158,70004X 頎邦元大63展03
2159,70005 元大Q7
2160,700050 元大QC
2161,700050 大中永豐84購01
2162,700051 元大QD
2163,700051 光頡永豐84購01
2164,700052 元大QE
2165,700052 光頡永豐84購02
2166,700053 元大QF
2167,700053 良維永豐84購01
2168,700054 信昌電永豐84購02
2169,700054 國泰TK
2170,700055 信昌電永豐84購03
2171,700055 凱基RB
2172,700056 信昌電永豐84購04
2173,700056 凱基RC
2174,700057 康和VV
2175,700057 華研永豐84購01
2176,700058 康和VW
2177,700058 雷科永豐84購01
2178,700059 信昌電元富84購01
2179,700059 康和VX
2180,70005F 凱基SE
2181,70005P 康和VZ
2182,70005P 譜瑞群益6C售02
2183,70005X 精華元大66展02
2184,70006 元大Q8
2185,700060 信昌電元富85購01
2186,700060 工銀RL
2187,700061 信昌電中信84購01
2188,700061 工銀RM
2189,700062 信昌電兆豐84購01
2190,700062 工銀RN
2191,700063 信昌電兆豐85購01
2192,700063 工銀RP
2193,700064 大國鋼統一86購01
2194,700064 工銀RQ
2195,700065 光頡統一86購01
2196,700065 康和VY
2197,700066 康和WA
2198,700066 牧德統一86購01
2199,700067 信昌電統一87購01
